,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC1,PC2,PC3,CoinName,class
USX,Scrypt,PoW/PoS,234846265.78215697,232000000.0,-0.4067600606643408,0.8244411291132371,0.35772075876565695,Unified Society USDEX,2
NBR,CryptoNight,PoW,133932467.77410801,336000000.0,0.0039546703011131695,-1.5894107505562018,1.415354376903505,Niobio Cash,0
SSS,Scrypt,PoW,10000000000.0,10000000000.0,0.031201110524382004,0.30858307420869324,-0.2589352832484182,ShareChain,2
TRF,Dagger,PoW,107325266.02778299,100000000.0,-0.02442222184911233,-1.3755886203265566,1.2177663586202958,Travelflex,0
KREDS,Lyra2REv2,PoW,643795911.540095,1100000000.0,-0.08803076055438804,-0.6855313372261197,0.5892732332519157,KREDS,0
TOKC,X13,PoS,230298925.0,800000000.0,0.03711561223040333,-0.09346570482970395,-1.8927255886327596,Tokyo Coin,4
BBP,Proof-of-BibleHash,POBh,1772091549.88818,5200000000.0,0.419021363500722,-1.6778806101775738,-1.5747136107852182,BiblePay,4
LCC,SHA-256 + Hive,PoW + Hive,638382332.208514,840000000.0,-0.24145443219414825,0.2328295960674959,0.1311332472572202,LitecoinCash,2
FLIP,Scrypt,PoW,12446100.00278,40000000.0,-0.2208902441734688,0.25348634745330284,-0.2801374471362052,BitFlip,2
LOT,Scrypt,PoW,14491014421.0,18406979840.0,0.184375395346291,0.34165307271771955,-0.24085851579577555,LottoCoin,2
CIF,X11,PoW,211297638.500483,500000000.0,-0.27461559432821203,0.7697228497033625,-0.7521286249412603,Crypto Improvement Fund,2
SPD,C11,PoW/PoS,11251342.1879021,19340594.0,-0.17694362700450028,-1.1493537783616103,2.1703678267669666,Stipend,0
POA,Proof-of-Authority,PoA,204479039.0,252460800.0,0.28653979084670234,-1.5466265927352985,-1.3335023275079143,Poa Network,4
PUSHI,X11,PoW/PoS,2167827.1,25000000.0,-0.4737763042761467,1.3377973454472802,-0.11570116088879434,Pushi,2
ELP,XEVAN,PoW/PoS,419275.38,60000000.0,-0.5041465403147265,1.5951587521332498,-0.35211617790935823,Ellerium,2
VLX,Scrypt,PoS,25570013.1348022,124000000.0,0.09879545197500667,-0.6959428486649286,-1.3423734719436884,Velox,4
ONT,VBFT,PoS,650848625.0,1000000000.0,0.06597243724784563,-0.2631379668142805,-1.7346491188807571,Ontology,4
CLO,Ethash,PoW,247612453.0,6500000000.0,0.016990232091826867,-1.1471846274890012,1.0346019738825167,Callisto Network,0
TUBE,CryptoNight,PoW,80049082.9057215,1000000000.0,0.009869729523427698,-1.5881924263914882,1.4168008450555534,BitTube,0
PSD,Scrypt,PoW,4070212.1493015997,21000000.0,-0.2212095785797794,0.25341765879696077,-0.2801783824288867,Poseidon,2
ADK,IMesh,PoW,25000000.0,25000000.0,-0.08270887177059219,-0.9043230977660724,0.7840398088874996,Aidos Kuneen,0
BSX,NIST5,PoW/PoS,13787854.6277781,50000000.0,-0.31985434359713016,0.051422447153847695,1.066808731555802,Bitspace,0
BRIA,Scrypt,PoW/PoS,845637.81347436,3000000.0,-0.41262222144963634,0.8231594517931047,0.35723347947443285,Briacoin,2
IC,Scrypt,PoW/PoS,1182153.5,5000000.0,-0.4125968567822449,0.8231648227809918,0.3572378134415186,Ignition,2
BTL,Equihash,PoW,71355477.0,70000000.0,-0.04061988574462713,-1.247127920593594,1.0994571607519652,Bitrolium,0
MEDIC,Scrypt,PoS,267297676.3125,500000000.0,0.10626456261335848,-0.6943244100250558,-1.3415668665103873,MedicCoin,4
ALPS,Lyra2Z,PoW,27340501.6514783,300000000.0,-0.11058454207285232,-0.6464409585472796,0.5481465315089256,Alpenschillling,0
BITG,Green Protocol,PoS,9803691.3618195,21000000.0,0.256121983755882,-2.0255636849298337,-0.12072548334746036,Bitcoin Green,4
DEV,PoS,PoS,21876586.8530324,88000000.0,0.15977174565429553,-1.210618392534857,-0.8694691686337419,Deviant Coin,4
ABJ,Scrypt,PoW/PoS,9880502.37178894,30000000.0,-0.41221182557294656,0.8232472809176024,0.3572917821301263,Abjcoin,2
SEM,Semux BFT consensus,DPoS,1231147.0,100000000.0,0.47543024776881454,-1.7927758974776868,-2.6567414681801527,Semux,4
FTO,X11,PoW,31801461.1867843,100000000.0,-0.28138626770257247,0.7682659889509428,-0.7529902756507434,FuturoCoin,2
CARE,Quark,PoW/PoS,139739596.506702,200000000.0,-0.3727086353495974,0.523873463592779,0.6335619414496348,Carebit,2
NZL,PoS,PoS,11075254.0929996,80000000.0,0.15952720690481015,-1.2106721261129754,-0.8694860710911567,Zealium,4
XMC,CryptoNight,PoW,16016864.0,18400000.0,-0.0010489235322905383,-1.5904835785017952,1.4146690984247956,Monero Classic,0
PROTON,X16R,PoS,4403800.0,45000000.0,0.010695191460665499,0.032816290435216944,-2.0126027354074383,Proton,4
DEAL,Scrypt,PoW/PoS,1404157529.46026,5121951220.0,-0.33950013763842124,0.8387550224484113,0.36830131793813814,iDealCash,2
JUMP,NIST5,PoW,21069346.252259802,21000000.0,-0.1288567117745235,-0.5184047542299157,0.4292944729723199,Jumpcoin,0
INFX,Lyra2RE,PoW,5097689.71077377,26280000.0,-0.10346276106114288,-0.7328593006402423,0.6263826970905579,Infinex,0
XBI,XEVAN,PoS/PoW,10904963.0923455,21000000.0,-0.1220203876986146,0.4555305632420381,-1.6271031889542762,Bitcoin Incognito,4
KEC,Tribus,PoW,795447.0,18000000.0,-0.26733735727011076,0.639340351016979,-0.6349215737125558,KEYCO,2
HWC,Scrypt,PoS,38706809.466534995,26000000.0,0.0980008940812544,-0.6961049797686047,-1.3425871943312753,HollyWoodCoin,4
GIN,Lyra2Z,PoW,6986399.70430446,10500000.0,-0.11382697765949813,-0.6471216917695408,0.5475178899652297,GINcoin,0
PLTC,CryptoNight,PoW,84300.0,600000518.0,0.004605201345433671,-1.5893098086690236,1.4159346331497553,PlatinCoin,0
LOKI,CryptoNight Heavy,PoW,19153632.0,150000000.0,-0.0047839564896133835,-1.5473127481683386,1.3755399427322834,Loki,0
NCP,CryptoNight,PoW,41294520017.0,184000000000.0,2.4884651882466775,-1.0611957423446834,1.8128810505481256,Newton Coin,0
SIC,Scrypt,PoW/PoS,10200000000.0,10200000000.0,-0.1549265825956747,0.8794783472095719,0.3789413470020663,Swisscoin,2
XT3,Scrypt,PoS,7630000.0154,44000000.0,0.09771308182556822,-0.6961729662755415,-1.342546625300915,Xt3ch,4
MGD,Jump Consistent Hash,PoW,135862416.039898,168000000.0,-0.08469821407006978,-0.8607607691212897,0.7449305067998719,MassGrid,0
VIG,SHA-256D,PoW/PoS,33238183.7225834,100000000.0,-0.39068313992844195,0.6519457845947051,0.5151037478812848,TheVig,2
PLURA,CryptoNight,PoW,560085952.404637,1000000000.0,0.017133796393139708,-1.5865551373708278,1.4167788411122637,PluraCoin,0
EMAR,Scrypt,PoW/PoS,21599339.6728,84000000.0,-0.41148713748526905,0.8234012778191014,0.3574086785538678,EmaratCoin,2
DKD,X15,PoS,30284196.369129,90000000.0,0.016659374744503547,-0.009882659547695294,-1.9730908584643219,Dekado,4
LYNX,Scrypt,HPoW,77872059787.8998,92000000000.0,2.5267022119913367,-1.186072699580892,-2.208557515675345,Lynx,4
POSQ,Quark,PoS,2716264.95302831,650000000.0,0.13959623263257243,-0.9950858001364675,-1.0653221207390988,Poseidon Quark,4
BWS,SHA-256,PoS,57811001.000889,100262205.0,0.12974126502457978,-0.9531764717117669,-1.105935360762395,BitcoinWSpectrum,4
MUSE,DPoS,PoS,18194936.0,18081806.0,0.2971507746569729,-2.368599178932426,0.1945894012105045,Muse,0
XMN,X16R,PoW,8125865.02097646,22075700.0,-0.3081165103765323,0.9824319119857046,-0.9502346616966855,Motion,2
PLUS1,HMQ1725,PoW,8645406.16776286,21000000.0,-0.07276405152654877,-0.9901518138421226,0.8628622636105531,PlusOneCoin,0
AXE,X11,PoW,4993030.69736615,21000000.0,-0.28259270129181724,0.7680077349327696,-0.753160847801059,Axe,2
TRVC,X16R,PoW/PoS,36923120.6205934,82546564.0,-0.49824919230928844,1.5524486233102026,-0.3126536173250205,Trivechain,2
DTEM,Quark,PoS,7082392.24744494,21000000.0,0.13328663003590105,-0.996399109366987,-1.0666902047524567,Dystem,4
GIC,Quark,PoW/PoS,5919489.76813523,5151000.0,-0.3767086719046276,0.5230055911703684,0.6331443381291475,Giant,2
PNY,Scrypt,PoS,1042012.45227735,16880000000.0,0.2682665175180732,-0.6606444148001261,-1.305933138929943,Peony Coin,4
ABS,Lyra2REv2,PoW/PoS,13332617.9413708,52500000.0,-0.2993701961742129,-0.12010280273810303,1.2244749968539934,Absolute Coin,0
VITAE,Quark,PoS,66053877.6256106,100000000.0,0.1349797649522542,-0.9960311549903909,-1.06652110689314,Vitae,4
HEX,Scrypt,PoW,1416663.06600024,22105263.0,-0.2212385297369121,0.2534109420678446,-0.2801758571842391,HexCoin,2
TPC,Scrypt,PoW/PoS,5403802.49590733,1000000000.0,-0.40244745069933624,0.8252802711214108,0.3594014425992499,TPCash,2
WEBC,CryptoNight-V7,PoW,15580199.3087496,1750000000.0,0.006263471372817062,-1.5010641204513788,1.3396044184495997,Webchain,0
RYO,Cryptonight-GPU,PoW,4890897.0,88188888.0,-0.015859162497912166,-1.4617274275834555,1.2965757722752658,Ryo,0
URALS,XEVAN,PoW,14746153.0962884,210000000.0,-0.31122791504345126,1.0257335585653529,-0.9892414888284947,Urals Coin,2
QWC,CryptoNight Heavy,PoW,99553110528.8022,184470000000.0,3.3696998499819992,-0.8186151586300813,1.7718174969344134,Qwertycoin,3
ARE,X11,PoS,19269509.94,55000000.0,0.03660362565473349,-0.18152311043071157,-1.8155056602474269,ARENON,4
EUNO,X11,PoW/PoS,30771125.976086702,50000000.0,-0.47309006518666946,1.3379476945276276,-0.11564810460383501,EUNO,2
MMO,Scrypt,PoS,107763867.917675,260000000.0,0.10141775860789441,-0.6953753268143189,-1.3420814808714008,MMOCoin,4
KETAN,PoS,PoS,9327131.59708692,210000000.0,0.16081846026664737,-1.2104035795769883,-0.8692032804610982,Ketan,4
PPAI,SHA-256,PoW,2100000000.0,2100000000.0,-0.13772160739808714,0.007662932976254139,-0.03926205088343821,Project Pai,2
XDNA,Keccak,PoW/PoS,4672513.84432375,366000000.0,-0.2809742718934899,-0.24811708349655237,1.3434027668272785,XDNA,0
PAXEX,X11,PoS,4504639.0,100000000.0,0.03683632821694319,-0.18147844748362496,-1.8154071221280899,PAXEX,4
AZART,X11,PoW,5015881.37315389,25000000.0,-0.2825518106931033,0.7680162593003043,-0.7531521500638867,Azart,2
TSC,Scrypt,PoW/PoS,1059954080.4343901,18000000000.0,-0.21417420406789245,0.8647744107668537,0.39632293865377405,ThunderStake,2
KCASH,SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000.0,-0.8818646964782854,2.219467998496503,2.177470414374999,Kcash,2
XCG,X16R,PoW,9753753.61515394,100000000.0,-0.30730202007545837,0.982602009843147,-0.9500652746406437,Xchange,2
AAC,ECC 256K1,DPOS,1000000000.0,1000000000.0,0.8164284605515586,-3.7539724565652635,-1.621434791184242,Acute Angle Cloud,4
CRYP,Equihash,PoW,4235111504.0,7600000000.0,0.09871297712147858,-1.217025957963808,1.1156417644017598,CrypticCoin,0
BTXC,XEVAN,PoS,6787405.18013774,50000000.0,0.005665518008849707,0.07571722242178847,-2.0520071731091116,Bettex coin,4
ACM,Lyra2Z,PoW,13634850.0,84000000.0,-0.11298136026729325,-0.6469438123815346,0.5476774253804464,Actinium,0
BSV,SHA-256,PoW,17992514.6469233,21000000.0,-0.19030035843381582,-0.003828319928096435,-0.04368780906377825,Bitcoin SV,2
BITM,XEVAN,Pos,208515864.36734298,70000000000.0,-0.04697999235684336,2.503275404580566,0.6499070102905989,BitMoney,2
JMC,X11,PoS,17209923728.3266,0.0,0.2961804485179535,-0.12300610792878452,-1.8164132542188174,Junson Ming Chan Coin,4
FRED,CryptoNight,PoW,1867054873.2839699,8080000000.0,0.10867557856887558,-1.5671472041234311,1.4321157809806273,FREDEnergy,0
HERB,Quark,PoW/PoS,35312185.7437239,54000000.0,-0.37576874908887353,0.5232089924161558,0.6332492225581952,HerbCoin,2
UMO,Blake,PoW,1578281.31341127,105120001.44,0.030310142506456098,-1.8476431707158438,1.6513495614502496,Universal Molecule,0
LIT,Blake,PoW,15846721.248274697,25228800.0,0.02971626346763144,-1.8477632033860918,1.6511751683248714,Lithium,0
PIRATE,Equihash,PoS,13475920.0,105000000.0,0.27749468987452763,-2.196902761041558,0.03711783049213113,PirateCash,0
EXO,Exosis,PoW,406091.925,21000000.0,-0.05753945961424867,-1.118826648295809,0.9811082470524646,Exosis,0
BLTG,Scrypt,PoW,35284717.173946,120000000.0,-0.21973374682743108,0.25373317301103415,-0.27996451832132646,Block-Logic,2
OWC,Scrypt,PoW/PoS,14777549.394076401,21000000.0,-0.4122289477719939,0.8232449790878394,0.3572719853937947,Oduwa,2
BEAM,Equihash,PoW,35687520.0,262800000.0,-0.03920536424559004,-1.2468424574219072,1.0998780771185892,Beam,0
GALI,Quark,PoW/PoS,18265011.248600602,19035999.0,-0.37638111446302414,0.5230770184078747,0.6331739678886684,Galilel,2
BTH,Equihash,PoW,25150787.5,30886000.0,-0.04171553691934378,-1.2473681069631066,1.0993742176185668,Bithereum,0
CSPN,Quark,PoS,1934701.67524713,13370000.0,0.13313139434979193,-0.9964327784518011,-1.0667065617241027,Crypto Sports,4
CREDIT,Scrypt,PoW/PoS,30825710000.0296,74800000000.0,0.8119868269313236,1.0862374634106662,0.518481276462474,Credit,2
SLC,QuBit,PoW,12925790.4226959,100000000.0,-0.17934342172878015,-0.08944327241522453,0.0353146280260917,SLICE,2
DASHP,X11,PoS,715659.44237941,19700000.0,0.035965055037435384,-0.1816609328423866,-1.8155815765496293,Dash Platinum,4
NSD,Scrypt,PoW/PoS,20546528.2059957,84000000.0,-0.41150306895508315,0.8233976869352237,0.3574087268126689,Nasdacoin,2
BEET,XEVAN,PoW/PoS,198938144.363399,500000000.0,-0.4966825615151093,1.596764958955152,-0.35116841131651966,Beetle Coin,2
TTN,SHA-256D,PoW/PoS,896361168.0,5000000000.0,-0.3279546964778206,0.6652365632492295,0.525720195163762,Titan Coin,2
AWR,X11,PoW/PoS,15420234.5389336,420000000.0,-0.46957196423370584,1.3386766310930418,-0.11484276337354649,Award,2
BLAST,SHA-256,PoW,52293836.62779579,64000000.0,-0.18934544342217385,-0.003620527344188114,-0.04359586943424955,BLAST,2
XRC,X13,PoW,1170292.5,2100000.0,-0.2930749702523729,0.8537192752277108,-0.8320321781768569,Bitcoin Rhodium,2
GLT,SHA-256,PoW,84613099.9999955,168000000.0,-0.18780221310469591,-0.003290687031264016,-0.04337118248588019,GlobalToken,2
INSN,X11,PoW/PoS,23775960.3207514,30000000.0,-0.4733986422800245,1.3378816035715635,-0.11569127788224931,Insane Coin,2
ALX,DPoS,DPoS,1000000000.0,1000000000.0,0.7043234683623913,-3.5027586552768195,-1.07822194633231,ALAX,4
LDOGE,Scrypt,PoW/PoS,15318887081.0146,35000000000.0,0.17391185938043982,0.949305488676945,0.4326391718481665,LiteDoge,2
SLR,Scrypt,PoW,55565076.3863525,98100000000.0,0.7737183901145619,0.4606976334349461,-0.06688871910235827,SolarCoin,2
TRK,X11,PoW/PoS,242574105.22384,0.0,-0.4703918069699796,1.338564522613061,-0.11576654804217812,TruckCoin,2
UFO,NeoScrypt,PoW,3824685012.0,4000000000.0,-0.03608368822549171,-0.45414721646925393,0.3983580367926861,UFO Coin,0
OC,Scrypt,PoW/PoS,3537150.0,200000000.0,-0.41058466050356784,0.8235846185363731,0.35766177124248066,OrangeCoin,2
BLC,Blake,PoW,23356790.1494191,7000000000.0,0.1005276104972258,-1.8330096101730706,1.6663428321577145,BlakeCoin,0
BITS,Scrypt,PoW/PoS,20576532.0,54256119.0,-0.4118041049679592,0.8233349818728588,0.3573440415338412,BitstarCoin,2
NEOS,SHA-256,PoS,4392258.24647793,21000000.0,0.12812949816936614,-0.9535260407076644,-1.1061052833646858,NeosCoin,4
HYPER,Scrypt,PoW/PoS,9631199.99309942,0.0,-0.4125196842078803,0.8231830823870422,0.3572265526731392,HyperCoin,2
PINK,X11,PoW/PoS,436353624.49031204,500000000.0,-0.46239137325299196,1.3402812611072008,-0.11468808243786344,PinkCoin,2
CESC,Scrypt,PoW,780210700.0,1000000000.0,-0.1995414363536303,0.2581321488543614,-0.2780849316466309,Crypto Escudo,2
ADC,Scrypt,PoW/PoS,980732528.97974,10500000000.0,-0.29139453766235834,0.848667150127189,0.3800163488843333,AudioCoin,2
NKA,SHA-256,PoW/PoS,17939725045.334,190000000.0,-0.10857151797859182,0.6274460131205071,0.5933090763405736,IncaKoin,2
PIGGY,X11,PoW/PoS,494240666.028571,1000000000.0,-0.45644730667784283,1.3415345034077943,-0.11360338779039947,Piggy Coin,2
CRW,SHA-256,PoW,22986929.0854247,42000000.0,-0.19001192112492865,-0.0037669414405067155,-0.0436423693787238,Crown Coin,2
GEN,Scrypt,PoW/PoS,60000000.0,15000000.0,-0.411605444839222,0.8233865522249562,0.3572568643089508,Genstake,2
SMLY,Scrypt,PoW,29583989322.9213,50000000000.0,0.7330002660463512,0.45984359348308945,-0.17284512867029217,SmileyCoin,2
MI,Scrypt,PoW/PoS,404316475.545465,400000000.0,-0.4024927026235477,0.8253739008212534,0.35807833953879065,XiaoMiCoin,2
GRS,Groestl,PoW,73298203.8873662,105000000.0,-0.06581784028582241,-1.0326361679061646,0.9024571764531364,Groestlcoin,0
CPC,X11,PoW/PoS,201364327.427503,208000000.0,-0.46890707572516865,1.3388631804135978,-0.11531232226793087,CapriCoin,2
CLUB,Scrypt,PoW/PoS,103621876.167052,160000000.0,-0.4094755955218432,0.8238415189031423,0.35757019571001497, ClubCoin,2
RADS,PoS,PoS,3821245.74150193,9000000.0,0.15869776652969203,-1.2108467918938448,-0.8696401420084104,Radium,4
BTA,Scrypt,PoW,5052555.91981545,5000000.0,-0.22135689270980086,0.2533872236149171,-0.28021322259599635,Bata,2
PAK,Scrypt,PoW,69684455.4387001,182000000.0,-0.21858475467785557,0.25398142180877675,-0.2798312639761457,Pakcoin,2
CRB,X11,Proof of Trust,16901016.6609755,16504333.0,-0.8560022627759725,2.477411257595872,1.1591814055283378,Creditbit ,2
OK,SHA-256,PoW/PoS,74676064.9488608,105000000.0,-0.379772560184011,0.5663331890626355,0.5939431257766246,OKCash,2
LSK,DPoS,DPoS,120012140.0,159918400.0,0.6824919806898244,-3.507534002349993,-1.0800085316461312,Lisk,4
XHI,Scrypt,PoS,10000244677.7002,10008835635.0,0.3499300327636586,-0.6410487674757479,-1.3213341773523757,HiCoin,4
XWC,Scrypt,PoW/PoS,252005564.19257003,300000000.0,-0.405811138977734,0.8246432446075312,0.35786785155549944,WhiteCoin,2
FSC,NeoScrypt,PoW/PoS,1120385.00502,60168145.0,-0.3250593892123848,0.09428295667758496,1.0274162229107484,FriendshipCoin,2
FIII,SHA3-256,DPoC,-5917977547.96773,5000000000.0,0.5094863234495174,-2.0783127575980673,-2.779467347887374,Fiii,4
J,Multiple,PoW,3332922.5,2800000.0,-0.12419315982763149,-0.5613859241640925,0.4686709084277278,JoinCoin,0
TRI,X13,PoW/PoS,140777.753365,120000.0,-0.4842920148145118,1.423502382988186,-0.19458557825840772,Triangles Coin,2
VOLLAR,Equihash+Scrypt,PoW,100000000.0,2100000000.0,-0.02472635814541927,-1.1998614141004855,1.0644552790064739,Vollar,0
EOS,DPoS,DPoS,1020544523.0722,0.0,0.6944981506614227,-3.5048001902640493,-1.0803975842032734,EOS,4
RCC,Ethash,PoW,24487944.095820397,24487944.0,-0.05202326711906949,-1.1616193898385332,1.0205299303289153,Reality Clash,0
OXY,DPoS,DPoS,1122382283.37,0.0,0.6960391912515698,-3.5044528464298175,-1.080402252245344,Oxycoin,4
TCH,SHA-256,PoS,1000000000.0,1000000000.0,0.1531186869845539,-0.9480630012199156,-1.1040218925284793,TigerCash,4
WAVES,Leased POS,LPoS,100000000.0,100000000.0,0.47738118284147346,-2.4846345887994374,-1.2463987083989851,Waves,4
PART,PoS,PoS,9283137.5558676,8634140.0,0.15877670913998712,-1.2108289352618238,-0.8696411880050918,Particl,4
BTT,TRC10,DPoS,989988713439.649,990000000000.0,25.459357630637204,3.9314042365810877,-0.785880033860017,BitTorrent,1
NXT,PoS,PoS/LPoS,1000000000.0,1000000000.0,0.12009009854822056,-1.015426198810505,-0.6550470614505167,Nxt,4
ZEPH,SHA-256,DPoS,1999999995.3056,2000000000.0,0.5607499929072409,-2.0821222374038744,-2.376794751657154,ZEPHYR,4
GAP,Scrypt,PoW/PoS,14931046.1546605,250000000.0,-0.40990543434134663,0.8237290607132086,0.3577699837762813,Gapcoin,2
BDX,CryptoNight,PoW,980222595.0,1400222610.0,0.027548172381719763,-1.5842770404482913,1.4176299454465593,Beldex,0
ZEN,Equihash,PoW,7296537.5,21000000.0,-0.0420859194814637,-1.2474498788181958,1.0993535369760272,Horizen,0
XBC,Scrypt,PoS,128326.99633965,1000000.0,0.09716370741822741,-0.6962893517743054,-1.3426397933734935,BitcoinPlus,4
